is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp.1,subject,year,month,Day,Quarter,Profit,Duration_Category,Price_category,course_title_cleaned
FALSE,0,2859,42,17,All Levels,0.733333333,2016-09-25 17:45:52+00:00,Web Development,2016,September,Sunday,3,0,0:01:00,Free,Build Responsive Websites  in an Hour using Portalfin
FALSE,0,6742,1036,6,Beginner Level,0.683333333,2016-01-18 00:18:08+00:00,Web Development,2016,January,Monday,1,0,0:01:00,Free,Introduction to Voice Design with Amazon's Alexa
FALSE,0,15092,1234,65,Intermediate Level,5.5,2016-08-23 15:59:10+00:00,Web Development,2016,August,Tuesday,3,0,12:20:00,Free,ASP.Net MVC Quick Start
FALSE,0,5351,235,13,Beginner Level,1.5,2016-05-17 19:11:43+00:00,Web Development,2016,May,Tuesday,2,0,1:03:00,Free,Learn HTML in  hours!
FALSE,0,6402,104,23,Beginner Level,1.5,2016-06-21 03:29:46+00:00,Web Development,2016,June,Tuesday,2,0,1:03:00,Free,Wordpress Beginner Tutorial: Build Your First Website
FALSE,0,2649,16,7,Intermediate Level,0.583333333,2017-06-12 22:56:09+00:00,Web Development,2017,June,Monday,2,0,0:01:00,Free,Optimizing Wordpress for More Speed and Revenue
FALSE,0,5014,196,32,Beginner Level,3,2015-08-09 23:12:40+00:00,Web Development,2015,August,Sunday,3,0,7:12:00,Free,Simple And Easy: Wordpress For Beginners
FALSE,0,3033,91,9,Intermediate Level,1,2016-06-05 15:48:54+00:00,Web Development,2016,June,Sunday,2,0,0:01:00,Free,Create Website from scratch in Urdu & Hindi
FALSE,0,8415,56,13,Beginner Level,1,2014-07-19 23:03:39+00:00,Web Development,2014,July,Saturday,3,0,0:01:00,Free,How to Install WordPress From Scratch
FALSE,0,10110,379,12,All Levels,2.5,2014-02-03 18:07:52+00:00,Web Development,2014,February,Monday,1,0,7:12:00,Free,Building a Search Engine in PHP & MySQL
FALSE,0,6315,53,16,All Levels,1.5,2014-12-10 19:43:40+00:00,Web Development,2014,December,Wednesday,4,0,1:03:00,Free,CSS Image filters - The modern web images color manipulation
FALSE,0,1942,23,48,All Levels,4.5,2017-05-02 05:15:52+00:00,Web Development,2017,May,Tuesday,2,0,12:20:00,Free,Drupal  Site Building
FALSE,0,73110,1716,22,All Levels,2,2012-07-27 12:54:57+00:00,Web Development,2012,July,Friday,3,0,3:07:00,Free,Beginner Photoshop to HTML and CSS
FALSE,0,7318,205,8,Beginner Level,0.583333333,2014-08-10 20:19:10+00:00,Web Development,2014,August,Sunday,3,0,0:01:00,Free,A how to guide in HTML
TRUE,20,33205,481,12,All Levels,0.7,2014-06-30 03:09:27+00:00,Graphic Design,2014,June,Monday,2,664100,0:01:00,20:50:00,Logo Design Essentials 
TRUE,20,31070,742,195,Beginner Level,18,2012-10-28 00:13:03+00:00,Web Development,2012,October,Sunday,4,621400,20,20:50:00,The Original Complete Web Developer Course.
TRUE,20,26800,333,55,Beginner Level,3,2014-02-13 20:39:33+00:00,Web Development,2014,February,Thursday,1,536000,7:12:00,20:50:00,Introduction to Web Development: HTML
TRUE,20,26504,192,82,Beginner Level,2.5,2012-10-21 20:36:50+00:00,Musical Instruments,2012,October,Sunday,4,530080,7:12:00,20:50:00,Learn Guitar in  Days
TRUE,20,25864,188,32,All Levels,5,2012-10-31 16:39:49+00:00,Web Development,2012,October,Wednesday,4,517280,12:20:00,20:50:00,CSS Development (with CSS!)
TRUE,20,25854,306,17,All Levels,2,2012-04-08 05:12:43+00:00,Web Development,2012,April,Sunday,2,517080,3:07:00,20:50:00,HTML Workshop
TRUE,20,25277,311,16,All Levels,1,2015-01-05 10:43:48+00:00,Graphic Design,2015,January,Monday,1,505540,0:01:00,20:50:00,Logo Designing for Your Business in an Hour
TRUE,20,23764,490,58,Beginner Level,5.5,2015-10-17 04:52:25+00:00,Web Development,2015,October,Saturday,4,475280,12:20:00,20:50:00,Programming Foundations: HTML + CSS for Entrepreneurs 
TRUE,20,18777,1112,21,Intermediate Level,1.5,2015-07-07 00:08:10+00:00,Web Development,2015,July,Tuesday,3,375540,1:03:00,20:50:00,Learn AngularJS Step By Step
TRUE,20,18143,159,15,Beginner Level,2,2013-10-04 13:40:59+00:00,Web Development,2013,October,Friday,4,362860,3:07:00,20:50:00,Introduction to Web Development
TRUE,20,17554,94,16,Beginner Level,1.5,2015-06-01 20:44:42+00:00,Web Development,2015,June,Monday,2,351080,1:03:00,20:50:00,JavaScript Intro to learning JavaScript web programming
TRUE,20,16486,86,34,All Levels,6.5,2014-03-21 08:58:42+00:00,Web Development,2014,March,Friday,1,329720,20,20:50:00,Become Exceptional in HTML and HTML
TRUE,20,14560,20,32,All Levels,2,2013-06-16 17:54:10+00:00,Musical Instruments,2013,June,Sunday,2,291200,3:07:00,20:50:00,Best Beginner Guitar Lessons by Sam Lyons
TRUE,20,14551,169,14,All Levels,1.5,2013-01-31 13:44:52+00:00,Web Development,2013,January,Thursday,1,291020,1:03:00,20:50:00,Creating an MP Player with HTML
TRUE,20,14440,182,26,All Levels,3,2015-08-13 21:17:34+00:00,Graphic Design,2015,August,Thursday,3,288800,7:12:00,20:50:00,Photoshop in Ease: Create World Amazing  Graphic Designs
TRUE,20,13960,239,19,All Levels,2.5,2014-07-26 22:24:03+00:00,Web Development,2014,July,Saturday,3,279200,7:12:00,20:50:00,Learn Html & CSS from scratch
TRUE,20,12781,145,22,All Levels,2.5,2016-01-27 18:16:28+00:00,Web Development,2016,January,Wednesday,1,255620,7:12:00,20:50:00,PHP: Complete Registration and Login with Email Verification
TRUE,20,12458,253,82,All Levels,4,2011-09-09 15:28:59+00:00,Web Development,2011,September,Friday,3,249160,12:20:00,20:50:00,HTML Tutorial: HTML & CSS for Beginners
TRUE,20,11958,370,134,Beginner Level,11.5,2014-10-02 09:16:55+00:00,Business Finance,2014,October,Thursday,4,239160,20,20:50:00,Introduction to Accounting: The Language of Business
TRUE,20,11536,876,60,All Levels,6.5,2016-08-25 22:22:25+00:00,Web Development,2016,August,Thursday,3,230720,20,20:50:00,React Redux React-Router: From Beginner to Paid Professional
TRUE,20,11167,34,13,All Levels,2,2014-06-23 16:03:41+00:00,Web Development,2014,June,Monday,2,223340,3:07:00,20:50:00,Make a professional website -  Day Guarantee. Discounted!
TRUE,20,10689,394,17,Beginner Level,2,2014-01-21 03:56:12+00:00,Web Development,2014,January,Tuesday,1,213780,3:07:00,20:50:00,JavaScript for Absolute Beginners
TRUE,20,10610,83,10,Beginner Level,1,2014-02-12 21:27:40+00:00,Web Development,2014,February,Wednesday,1,212200,0:01:00,20:50:00,Code a personal splash page in  hour
TRUE,20,10247,200,15,Intermediate Level,1.5,2014-03-14 21:46:36+00:00,Web Development,2014,March,Friday,1,204940,1:03:00,20:50:00,HTML Essentials for Beginners
TRUE,20,10008,53,26,Beginner Level,2.5,2016-12-01 17:33:48+00:00,Web Development,2016,December,Thursday,4,200160,7:12:00,20:50:00,CSS Web Development Crash Course
TRUE,20,9847,24,35,All Levels,4,2014-12-29 04:59:24+00:00,Graphic Design,2014,December,Monday,4,196940,12:20:00,20:50:00,Apple Watch Design
TRUE,20,9762,94,112,All Levels,13.5,2016-11-01 15:30:36+00:00,Web Development,2016,November,Tuesday,4,195240,20,20:50:00,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY"
TRUE,20,9554,368,16,Beginner Level,1.5,2015-10-28 18:16:52+00:00,Web Development,2015,October,Wednesday,4,191080,1:03:00,20:50:00,Code your first Website using HTML & CSS: Project Learning
TRUE,20,9425,147,14,Beginner Level,1.5,2016-08-10 00:40:59+00:00,Web Development,2016,August,Wednesday,3,188500,1:03:00,20:50:00,Web Site for Beginners - Learn Web Building like knitting
TRUE,20,9381,138,131,Beginner Level,11,2014-10-15 15:23:00+00:00,Web Development,2014,October,Wednesday,4,187620,20,20:50:00,Introductory JavaScript Made Easy Training Tutorial
TRUE,20,9349,206,69,All Levels,4,2016-03-11 20:11:22+00:00,Web Development,2016,March,Friday,1,186980,12:20:00,20:50:00,Learn and Earn with HTML & CSS
TRUE,20,9028,87,12,Beginner Level,1.5,2015-07-28 20:20:59+00:00,Web Development,2015,July,Tuesday,3,180560,1:03:00,20:50:00,How to Launch Your Own Website Builder Service
TRUE,20,8462,50,21,Beginner Level,2,2014-02-20 17:28:42+00:00,Web Development,2014,February,Thursday,1,169240,3:07:00,20:50:00,How to easily Manage your WordPress Website
TRUE,20,8320,73,11,All Levels,0.716666667,2015-10-14 18:16:51+00:00,Web Development,2015,October,Wednesday,4,166400,0:01:00,20:50:00,PHP Graphic Techniques: CAPTCHA/ Create a verification code
TRUE,20,7867,147,23,All Levels,3,2012-05-15 18:03:43+00:00,Web Development,2012,May,Tuesday,2,157340,7:12:00,20:50:00,AJAX Development
TRUE,20,7449,111,13,Intermediate Level,1,2014-04-19 20:10:39+00:00,Web Development,2014,April,Saturday,2,148980,0:01:00,20:50:00,Create Single Page Website using Twitter Bootstrap 
TRUE,20,7416,65,14,Beginner Level,0.65,2015-05-31 21:28:27+00:00,Web Development,2015,May,Sunday,2,148320,0:01:00,20:50:00,HTML Learning the Basics Intro to HTML website coding
TRUE,20,7368,216,52,Beginner Level,2,2013-09-20 19:48:56+00:00,Web Development,2013,September,Friday,3,147360,3:07:00,20:50:00,Crash Course: Fundamentals Of HTML & CSS From Scratch.
TRUE,20,7183,819,14,Beginner Level,1,2017-01-19 23:51:32+00:00,Business Finance,2017,January,Thursday,1,143660,0:01:00,20:50:00,ã€ï¼‘æ—¥ã§ãƒžã‚¹ã‚¿ãƒ¼ï¼ã€‘ä»Šæ—¥ã‹ã‚‰ã¯ã˜ã‚ã‚‹è³‡ç”£å½¢æˆ
TRUE,20,7018,28,38,All Levels,3,2015-07-30 18:16:29+00:00,Web Development,2015,July,Thursday,3,140360,7:12:00,20:50:00,How to Create a Wordpress Website from Scratch - No Coding
TRUE,20,7017,37,28,All Levels,3.5,2015-04-08 17:39:03+00:00,Web Development,2015,April,Wednesday,2,140340,7:12:00,20:50:00,How To Build A Website From Scratch + Blogging Blueprint
TRUE,20,6760,84,27,All Levels,3,2013-11-26 23:59:20+00:00,Web Development,2013,November,Tuesday,4,135200,7:12:00,20:50:00,Comprehensive JavaScript Programming
TRUE,20,6628,53,19,Beginner Level,1,2013-07-19 20:44:50+00:00,Web Development,2013,July,Friday,3,132560,0:01:00,20:50:00,Kids Coding - Beginner HTML
TRUE,20,6612,44,20,All Levels,1,2014-12-19 22:46:05+00:00,Graphic Design,2014,December,Friday,4,132240,0:01:00,20:50:00,Graphic Design: Create Animated GIF Ad Banners in Photoshop
TRUE,20,6588,721,36,All Levels,2,2014-06-17 07:34:03+00:00,Web Development,2014,June,Tuesday,2,131760,3:07:00,20:50:00,Object Oriented Programming (OOP) in PHP - Build An OOP Site
TRUE,20,6548,44,38,All Levels,4,2016-12-01 21:49:26+00:00,Web Development,2016,December,Thursday,4,130960,12:20:00,20:50:00,Build A Weather App With Ajax Using Open Weather Map API
TRUE,20,6374,21,14,All Levels,1,2013-10-16 04:41:28+00:00,Business Finance,2013,October,Wednesday,4,127480,0:01:00,20:50:00,Foundation of Options Trading and Investing
TRUE,20,6050,140,17,Beginner Level,1.5,2014-05-18 19:08:04+00:00,Business Finance,2014,May,Sunday,2,121000,1:03:00,20:50:00,Shark Accounting - Building a Business by the Numbers!
TRUE,20,6050,34,25,All Levels,1.5,2014-12-19 08:49:47+00:00,Business Finance,2014,December,Friday,4,121000,1:03:00,20:50:00,Forex Basics (Professional Course Level)
TRUE,20,6008,203,35,Beginner Level,4,2015-01-24 18:32:40+00:00,Web Development,2015,January,Saturday,1,120160,12:20:00,20:50:00,Intro To HTML & CSS: Web Development For Beginners
TRUE,20,5841,16,28,All Levels,1.5,2016-06-14 15:43:23+00:00,Business Finance,2016,June,Tuesday,2,116820,1:03:00,20:50:00,Basic Bookkeeping Hacks
TRUE,20,5795,79,29,Beginner Level,2.5,2013-09-27 03:11:22+00:00,Web Development,2013,September,Friday,3,115900,7:12:00,20:50:00,Introduction to Bootstrap 
TRUE,20,5787,40,21,Intermediate Level,2,2017-04-27 23:39:34+00:00,Graphic Design,2017,April,Thursday,2,115740,3:07:00,20:50:00,Mastering advance Photoshop
TRUE,20,5328,47,28,Beginner Level,3.5,2016-01-24 22:03:49+00:00,Web Development,2016,January,Sunday,1,106560,7:12:00,20:50:00,Inspirational Web Development - A Beginner Approach -
TRUE,20,5318,56,13,Beginner Level,1.5,2015-07-16 00:40:57+00:00,Web Development,2015,July,Thursday,3,106360,1:03:00,20:50:00,Learn Jquery from Scratch -Hour Training 
TRUE,20,5272,111,24,All Levels,2,2015-07-28 18:09:41+00:00,Web Development,2015,July,Tuesday,3,105440,3:07:00,20:50:00,"Building a Portfolio in  minutes ( HTML, CSS, Js ) "
TRUE,20,5228,180,27,Beginner Level,2.5,2015-09-08 00:17:23+00:00,Web Development,2015,September,Tuesday,3,104560,7:12:00,20:50:00,Django Tutorial: Build Your First App Fast & Free! 
TRUE,20,5125,395,53,All Levels,7,2016-08-09 17:53:33+00:00,Web Development,2016,August,Tuesday,3,102500,20,20:50:00,"Build a Responsive Website with HTML, CSS and Bootstrap "
TRUE,20,5108,9,13,All Levels,1,2015-09-14 19:47:25+00:00,Business Finance,2015,September,Monday,3,102160,0:01:00,20:50:00,Statistics - Measures of Dispersion for CA / CS / CFA exams
TRUE,20,5104,437,26,Beginner Level,1,2015-09-08 17:29:12+00:00,Graphic Design,2015,September,Tuesday,3,102080,0:01:00,20:50:00,Teoria Basica del Arte. Como Pintar Ilustraciones Digitales
TRUE,20,5099,2,15,Beginner Level,3,2015-01-20 21:39:42+00:00,Business Finance,2015,January,Tuesday,1,101980,7:12:00,20:50:00,Small Business Owners: Drive a Productive Business and Grow
TRUE,20,5056,74,11,Beginner Level,2,2014-12-13 04:48:15+00:00,Web Development,2014,December,Saturday,4,101120,3:07:00,20:50:00,Create Jekyll blog and host it on Github like a Ninja
TRUE,20,5000,7,21,All Levels,1,2016-07-05 18:41:46+00:00,Graphic Design,2016,July,Tuesday,3,100000,0:01:00,20:50:00,How To Build Your Own Web Banner Design Business
TRUE,20,4919,79,16,Beginner Level,1.5,2016-01-08 17:21:26+00:00,Business Finance,2016,January,Friday,1,98380,1:03:00,20:50:00,Basic Technical Analysis: Learn the structure of the market
TRUE,20,4867,128,12,Beginner Level,1,2016-03-30 00:41:00+00:00,Web Development,2016,March,Wednesday,1,97340,0:01:00,20:50:00,Create Your First Wordpress Site in Under an Hour
TRUE,20,4848,33,17,Beginner Level,1.5,2016-08-02 21:33:39+00:00,Web Development,2016,August,Tuesday,3,96960,1:03:00,20:50:00,HTML Web Development Crash Course
TRUE,20,4560,177,22,Beginner Level,1.5,2015-08-17 19:01:04+00:00,Musical Instruments,2015,August,Monday,3,91200,1:03:00,20:50:00,Learn  Chords and Play Thousands of Songs!
TRUE,20,4497,281,11,All Levels,1,2015-07-14 18:14:16+00:00,Business Finance,2015,July,Tuesday,3,89940,0:01:00,20:50:00,Practical Finance
TRUE,20,4333,16,17,Beginner Level,1,2014-10-20 11:53:12+00:00,Web Development,2014,October,Monday,4,86660,0:01:00,20:50:00,How To Create A WordPress Website Without Paying A Developer
TRUE,20,4259,0,11,All Levels,1,2016-04-11 22:36:52+00:00,Web Development,2016,April,Monday,2,85180,0:01:00,20:50:00,Effective Personal Website Building and Hosting
TRUE,20,4208,25,19,All Levels,1,2015-08-03 22:10:33+00:00,Graphic Design,2015,August,Monday,3,84160,0:01:00,20:50:00,Text based Logo Design for Business Using Adobe Photoshop
TRUE,20,4193,92,44,Beginner Level,2.5,2015-07-30 19:00:52+00:00,Web Development,2015,July,Thursday,3,83860,7:12:00,20:50:00,Learn JavaScript from scratch
TRUE,20,4158,51,30,Beginner Level,2.5,2016-02-25 21:48:39+00:00,Business Finance,2016,February,Thursday,1,83160,7:12:00,20:50:00,Finance for Non-Finance: Learn Quick and Easy
TRUE,20,4117,54,5,Intermediate Level,1,2013-04-04 21:36:10+00:00,Business Finance,2013,April,Thursday,2,82340,0:01:00,20:50:00,TechniTrader Leading Hybrid Indicator Trading
TRUE,20,4011,24,17,Beginner Level,1.5,2015-08-03 22:01:42+00:00,Web Development,2015,August,Monday,3,80220,1:03:00,20:50:00,Learn HTML Fast and Easy!
TRUE,20,3903,51,13,Beginner Level,1.5,2013-08-17 02:34:46+00:00,Graphic Design,2013,August,Saturday,3,78060,1:03:00,20:50:00,Graphic Design for Entrepreneurs...Who Can't Draw
TRUE,20,3903,53,107,All Levels,10.5,2017-06-27 23:16:24+00:00,Web Development,2017,June,Tuesday,2,78060,20,20:50:00,"Master JavaScript Programming,  Projects Included !!"
TRUE,20,3898,95,32,Beginner Level,3,2015-12-29 18:54:13+00:00,Web Development,2015,December,Tuesday,4,77960,7:12:00,20:50:00,Laravel(.) PHP Framework  Jump Start for beginners
TRUE,20,3877,92,15,Beginner Level,1.5,2015-09-09 17:53:26+00:00,Web Development,2015,September,Wednesday,3,77540,1:03:00,20:50:00,Wordpress for Beginners - Build a Live Website from Scratch
TRUE,20,3870,53,10,All Levels,1,2016-03-21 21:09:49+00:00,Business Finance,2016,March,Monday,1,77400,0:01:00,20:50:00,How to Create Your Personal Budget
TRUE,20,3870,12,90,All Levels,9,2014-05-20 18:13:38+00:00,Business Finance,2014,May,Tuesday,2,77400,20,20:50:00,Accounting Is Easy (for Beginners)
TRUE,20,3759,24,25,Beginner Level,4,2016-04-18 15:23:27+00:00,Web Development,2016,April,Monday,2,75180,12:20:00,20:50:00,How To Make A Business Website In  Day With Wix FAST & EASY
TRUE,20,3730,11,17,All Levels,2.5,2015-04-10 21:01:47+00:00,Business Finance,2015,April,Friday,2,74600,7:12:00,20:50:00,Cost Accounting Crash Course
TRUE,20,3721,95,46,All Levels,6.5,2017-02-04 05:52:17+00:00,Graphic Design,2017,February,Saturday,1,74420,20,20:50:00,Mastering Photoshop CC  - The Art of Design & Technology
TRUE,20,3699,201,11,Beginner Level,1,2016-05-17 17:22:35+00:00,Web Development,2016,May,Tuesday,2,73980,0:01:00,20:50:00,Develop Your First App in an Hour
TRUE,20,3697,195,48,All Levels,3,2011-07-09 05:43:31+00:00,Web Development,2011,July,Saturday,3,73940,7:12:00,20:50:00,Javascript for Beginners
TRUE,20,3694,48,39,Beginner Level,4,2015-08-28 19:41:50+00:00,Web Development,2015,August,Friday,3,73880,12:20:00,20:50:00,WordPress for Beginners - Tutorial - From Novice to Know-How
TRUE,20,3481,37,6,All Levels,1.5,2015-01-15 19:59:29+00:00,Graphic Design,2015,January,Thursday,1,69620,1:03:00,20:50:00,Design and Animate a Gamer UI
TRUE,20,3461,11,23,Beginner Level,1.5,2015-12-02 18:47:34+00:00,Web Development,2015,December,Wednesday,4,69220,1:03:00,20:50:00,The complete HTML course
TRUE,20,3444,35,16,All Levels,3,2017-01-27 22:27:20+00:00,Web Development,2017,January,Friday,1,68880,7:12:00,20:50:00,All in one HTML CSS and JQuery
TRUE,20,3403,29,70,All Levels,8,2014-09-19 20:38:16+00:00,Business Finance,2014,September,Friday,3,68060,20,20:50:00,Learn to Raise the Funds You Need via Crowdfunding
TRUE,20,3390,49,29,All Levels,4.5,2014-08-23 23:17:22+00:00,Graphic Design,2014,August,Saturday,3,67800,12:20:00,20:50:00,Learn to Design a Logo in Adobe Illustrator
TRUE,20,3372,12,12,All Levels,2,2013-09-29 23:52:54+00:00,Business Finance,2013,September,Sunday,3,67440,3:07:00,20:50:00,The Art Of Financial Valuation With Certificate
TRUE,20,3357,82,48,All Levels,12.5,2014-04-18 09:51:00+00:00,Web Development,2014,April,Friday,2,67140,20,20:50:00,Complete Website & CMS in PHP & MySQL From Scratch!
TRUE,20,3339,4,11,Beginner Level,1.5,2014-02-17 09:22:13+00:00,Business Finance,2014,February,Monday,1,66780,1:03:00,20:50:00,Trade Recap I - A Real Look at Futures Options Markets
TRUE,20,3299,166,34,All Levels,4,2015-03-04 00:11:45+00:00,Web Development,2015,March,Wednesday,1,65980,12:20:00,20:50:00,"Build a Real Time web app in node.js , Angular.js, mongoDB"
TRUE,20,3271,278,54,Beginner Level,2.5,2015-09-20 21:04:03+00:00,Web Development,2015,September,Sunday,3,65420,7:12:00,20:50:00,Bootstrap  Beginners: Create a Professional Landing Page
TRUE,20,3258,32,16,Beginner Level,2,2016-05-16 15:14:17+00:00,Web Development,2016,May,Monday,2,65160,3:07:00,20:50:00,introduction to HTML Course
TRUE,20,3251,10,59,Beginner Level,12,2014-01-31 20:40:36+00:00,Business Finance,2014,January,Friday,1,65020,20,20:50:00,Introduction to Bookkeeping (Accounting)
TRUE,20,3223,240,23,All Levels,1,2016-03-30 15:29:03+00:00,Business Finance,2016,March,Wednesday,1,64460,0:01:00,20:50:00,Forex Trading -  Learn to Trade Forex Like the Banks
TRUE,20,3185,102,94,All Levels,8,2015-05-08 19:10:30+00:00,Web Development,2015,May,Friday,2,63700,20,20:50:00,Professional WordPress Theme Development For 
TRUE,20,3177,8,8,All Levels,1,2015-04-16 17:35:54+00:00,Business Finance,2015,April,Thursday,2,63540,0:01:00,20:50:00,Crash Course on Working Capital Management
TRUE,20,3150,69,49,All Levels,3.5,2015-05-18 20:48:48+00:00,Web Development,2015,May,Monday,2,63000,7:12:00,20:50:00,Angular  Demystified
TRUE,20,3125,54,13,Beginner Level,2,2015-08-09 18:34:30+00:00,Business Finance,2015,August,Sunday,3,62500,3:07:00,20:50:00,Fundamentals of Investing!
TRUE,20,3106,31,13,All Levels,1,2017-04-15 00:32:58+00:00,Web Development,2017,April,Saturday,2,62120,0:01:00,20:50:00,WordPress For Beginners | No Coding Required
TRUE,20,3094,2,22,All Levels,3.5,2015-07-17 22:10:39+00:00,Business Finance,2015,July,Friday,3,61880,7:12:00,20:50:00,Leasing - A Comprehensive Study (Professional Course Level)
TRUE,20,3086,17,73,Beginner Level,7.5,2017-06-20 16:24:37+00:00,Web Development,2017,June,Tuesday,2,61720,20,20:50:00,Bootstrap  Responsive Web Design and Development
TRUE,20,2985,40,27,Beginner Level,1.5,2016-11-29 23:41:06+00:00,Web Development,2016,November,Tuesday,4,59700,1:03:00,20:50:00,"Learn HTML, CSS, and Ruby on Rails: Build Your First Blog"
TRUE,20,2964,8,9,Beginner Level,1.5,2016-01-07 17:31:41+00:00,Web Development,2016,January,Thursday,1,59280,1:03:00,20:50:00,Learn Ajax and jquery with PHP
TRUE,20,2938,26,45,All Levels,6,2016-04-06 05:29:30+00:00,Graphic Design,2016,April,Wednesday,2,58760,12:20:00,20:50:00,Photoshop Fantastic! - The Comprehensive Guide to Photoshop
TRUE,20,2895,56,14,Beginner Level,1,2015-11-23 21:19:00+00:00,Business Finance,2015,November,Monday,4,57900,0:01:00,20:50:00,Adventure Capital: How to pay off debt 
TRUE,20,2853,47,16,Beginner Level,1.5,2017-05-05 23:42:32+00:00,Web Development,2017,May,Friday,2,57060,1:03:00,20:50:00,Hosting your static website on Amazon AWS S service
TRUE,20,2784,425,29,All Levels,3.5,2014-08-23 20:11:57+00:00,Web Development,2014,August,Saturday,3,55680,7:12:00,20:50:00,Automate Web Development With Gulp JS
TRUE,20,2769,54,32,All Levels,1.5,2015-06-19 22:06:07+00:00,Business Finance,2015,June,Friday,2,55380,1:03:00,20:50:00,Forex - Elliott Wave Theory with Fibonacci. 
TRUE,20,2760,52,34,Beginner Level,1,2017-02-16 21:59:01+00:00,Web Development,2017,February,Thursday,1,55200,0:01:00,20:50:00,Node.js: The Essentials + API Frameworks Express KOA Sails
TRUE,20,2749,62,7,All Levels,0.683333333,2015-12-15 20:46:34+00:00,Web Development,2015,December,Tuesday,4,54980,0:01:00,20:50:00,Learn PHP Programming for Absolute Beginners - Lite
TRUE,20,2736,3,8,All Levels,1.5,2014-12-29 09:00:17+00:00,Business Finance,2014,December,Monday,4,54720,1:03:00,20:50:00,Project Funding Modelling (for Professionals)
TRUE,20,2686,10,32,Beginner Level,6,2016-02-02 19:37:04+00:00,Musical Instruments,2016,February,Tuesday,1,53720,12:20:00,20:50:00,How to Play the Guitar: Your -Day Guide to Learn Guitar
TRUE,20,2660,276,16,All Levels,1.5,2016-06-19 20:10:58+00:00,Web Development,2016,June,Sunday,2,53200,1:03:00,20:50:00,ASP.NET Web API  Hands-On
TRUE,20,2650,61,304,All Levels,15.5,2015-03-26 22:11:15+00:00,Web Development,2015,March,Thursday,1,53000,20,20:50:00,The Complete Web Developer Course - Build  Websites
TRUE,20,2643,34,83,All Levels,9,2016-02-19 18:17:05+00:00,Web Development,2016,February,Friday,1,52860,20,20:50:00,Bootstrap Essential Training - Create Your Very Own Website
TRUE,20,2532,291,30,Beginner Level,1,2016-06-28 21:17:31+00:00,Web Development,2016,June,Tuesday,2,50640,0:01:00,20:50:00,Intro to Git
TRUE,20,2528,15,30,All Levels,2,2014-10-26 09:54:16+00:00,Web Development,2014,October,Sunday,4,50560,3:07:00,20:50:00,Learn to Create Advance Responsive Websites With Bootstrap
TRUE,20,2520,183,34,All Levels,1.5,2013-08-12 13:09:39+00:00,Web Development,2013,August,Monday,3,50400,1:03:00,20:50:00,Creating a Responsive HTML Email
TRUE,20,2510,21,23,Beginner Level,1.5,2017-03-08 19:04:55+00:00,Web Development,2017,March,Wednesday,1,50200,1:03:00,20:50:00,PHP Tutorial: Learn PHP Basic Programming for Beginners
TRUE,20,2437,12,23,All Levels,1.5,2016-11-16 17:38:38+00:00,Business Finance,2016,November,Wednesday,4,48740,1:03:00,20:50:00,Save on Your Taxes
TRUE,20,2420,27,21,All Levels,1.5,2016-08-27 23:43:41+00:00,Graphic Design,2016,August,Saturday,3,48400,1:03:00,20:50:00,Adobe - Create a professional logo step-by-step (Beauty)
TRUE,20,2402,26,23,Beginner Level,2,2014-10-20 10:48:09+00:00,Web Development,2014,October,Monday,4,48040,3:07:00,20:50:00,Laravel  try and enjoy php coding
TRUE,20,2401,15,27,All Levels,3,2017-02-22 17:36:27+00:00,Web Development,2017,February,Wednesday,1,48020,7:12:00,20:50:00,HTML Tutorials : HTML Code for Website Creating
TRUE,20,2389,7,20,All Levels,2,2015-11-29 23:31:46+00:00,Web Development,2015,November,Sunday,4,47780,3:07:00,20:50:00,Practical Web Development: Make Websites Quickly And Easily
TRUE,20,2388,139,12,Beginner Level,1,2013-05-29 18:13:10+00:00,Web Development,2013,May,Wednesday,2,47760,0:01:00,20:50:00,Twitter Bootstrap  for Beginners
TRUE,20,2383,6,19,All Levels,2.5,2015-03-31 21:55:21+00:00,Business Finance,2015,March,Tuesday,1,47660,7:12:00,20:50:00,Cost Accounting Overheads (Professional Course Level)
TRUE,20,2382,22,16,All Levels,1.5,2015-07-08 00:08:54+00:00,Web Development,2015,July,Wednesday,3,47640,1:03:00,20:50:00,WordPress LMS: E-Learning Website Made Easy
TRUE,20,2346,18,55,All Levels,3.5,2012-06-26 14:39:05+00:00,Graphic Design,2012,June,Tuesday,2,46920,7:12:00,20:50:00,iPhone icons gone awesome
TRUE,20,2335,13,18,All Levels,1,2015-09-20 18:51:51+00:00,Web Development,2015,September,Sunday,3,46700,0:01:00,20:50:00,Install a Wordpress Theme the Correct Way & Charge Others
TRUE,20,2320,114,43,All Levels,6,2014-08-24 16:47:54+00:00,Web Development,2014,August,Sunday,3,46400,12:20:00,20:50:00,A Very Complete Introduction To Laravel
TRUE,20,2317,44,22,All Levels,2,2015-05-05 17:47:11+00:00,Business Finance,2015,May,Tuesday,2,46340,3:07:00,20:50:00,Financial modeling: Build a forward looking financial model
TRUE,20,2314,77,25,All Levels,2,2016-04-21 02:06:22+00:00,Web Development,2016,April,Thursday,2,46280,3:07:00,20:50:00,PHP MySQL: Learn PHP MySQL with Project
