is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp.1,subject,year,month,Day,Quarter,Profit,Duration_Category,Price_category,course_title_cleaned
FALSE,0,1514,66,11,Beginner Level,0.55,2017-03-23 22:19:57+00:00,Business Finance,2017,March,Thursday,1,0,0:01:00,Free,Options Trading : The Basics
FALSE,0,50855,2698,15,Beginner Level,1.5,2013-12-25 19:53:34+00:00,Business Finance,2013,December,Wednesday,4,0,1:03:00,Free,Stock Market Investing for Beginners
FALSE,0,17160,620,23,All Levels,1,2014-08-29 20:10:38+00:00,Business Finance,2014,August,Friday,3,0,0:01:00,Free,Fundamentals of Forex Trading
FALSE,0,6811,151,51,All Levels,2,2016-08-05 17:03:15+00:00,Business Finance,2016,August,Friday,3,0,3:07:00,Free,Website Investing  - Buying & Selling Online Businesses
FALSE,0,19339,794,9,Beginner Level,2,2014-03-31 21:35:06+00:00,Business Finance,2014,March,Monday,1,0,3:07:00,Free,Stock Market Foundations
FALSE,0,29167,1463,8,Intermediate Level,1.5,2014-05-27 16:22:16+00:00,Business Finance,2014,May,Tuesday,2,0,1:03:00,Free,Introduction to Financial Modeling
FALSE,0,11724,649,17,Beginner Level,1.5,2016-03-04 05:58:09+00:00,Business Finance,2016,March,Friday,1,0,1:03:00,Free,Corporate Finance - A Brief Introduction
FALSE,0,56659,4397,16,Beginner Level,1.5,2013-04-07 21:39:25+00:00,Business Finance,2013,April,Sunday,2,0,1:03:00,Free,Accounting in  Minutes - A Brief Introduction
FALSE,0,3775,138,11,Beginner Level,2,2017-05-01 21:18:54+00:00,Business Finance,2017,May,Monday,2,0,3:07:00,Free,Introduction to Cryptocurrencies and Blockchain
FALSE,0,4077,281,20,Beginner Level,1.5,2016-08-18 21:57:04+00:00,Business Finance,2016,August,Thursday,3,0,1:03:00,Free,Trading Options For Consistent Returns: Options Basics
FALSE,0,5874,207,9,Intermediate Level,2,2014-06-26 02:00:55+00:00,Business Finance,2014,June,Thursday,2,0,3:07:00,Free,Binary Options Course - Level 
FALSE,0,3465,161,24,Beginner Level,2,2016-02-23 21:05:46+00:00,Business Finance,2016,February,Tuesday,1,0,3:07:00,Free,Apply finance concepts for smart project management
FALSE,0,965,0,18,Intermediate Level,1.5,2017-06-28 20:37:13+00:00,Business Finance,2017,June,Wednesday,2,0,1:03:00,Free,Preparation of Consolidated Financial Statements (Basic)
FALSE,0,1780,32,9,Beginner Level,1,2017-05-18 16:48:46+00:00,Business Finance,2017,May,Thursday,2,0,0:01:00,Free,Forex for Beginners: Easy Forex Trading for Beginners
FALSE,0,4607,181,11,Beginner Level,0.533333333,2016-05-17 00:43:59+00:00,Business Finance,2016,May,Tuesday,2,0,0:01:00,Free,Investment Crowdfunding  (a.k.a Equity Crowdfunding)
FALSE,0,2571,32,23,All Levels,4.5,2014-03-29 14:10:31+00:00,Business Finance,2014,March,Saturday,1,0,12:20:00,Free,IAS  - Revenue
FALSE,0,2079,258,25,All Levels,2,2015-02-15 12:17:56+00:00,Business Finance,2015,February,Sunday,1,0,3:07:00,Free,à¸ªà¸­à¸™à¹€à¸—à¸£à¸”à¹„à¸šà¸™à¸²à¸£à¸µà¹ˆ à¸­à¹Šà¸­à¸Ÿà¸Šà¸±à¹ˆà¸™à¸­à¸¢à¹ˆà¸²à¸‡à¸‡à¹ˆà¸²à¸¢
FALSE,0,5007,41,19,All Levels,3,2015-04-13 17:52:57+00:00,Business Finance,2015,April,Monday,2,0,7:12:00,Free,Crash Course on Cost of Capital and Capital Structuring
FALSE,0,4653,395,5,All Levels,0.516666667,2014-09-14 21:13:26+00:00,Business Finance,2014,September,Sunday,3,0,0:01:00,Free,Build a DCF Model from Scratch
FALSE,0,3035,12,14,All Levels,1.5,2016-06-20 21:02:36+00:00,Business Finance,2016,June,Monday,2,0,1:03:00,Free,"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,,,,,All Levels,. hours,--T::Z
,Weekly Forex Analysis by Baraq FX"""
FALSE,0,10540,799,14,Beginner Level,1.5,2014-04-27 06:58:27+00:00,Business Finance,2014,April,Sunday,2,0,1:03:00,Free,Beginners Binary Options Course
FALSE,0,2955,43,30,Intermediate Level,2,2016-10-05 15:39:55+00:00,Business Finance,2016,October,Wednesday,4,0,3:07:00,Free,Forex: What's a Trend and When it is Strong and Reliable
FALSE,0,1736,36,11,All Levels,0.6,2017-01-23 18:23:58+00:00,Business Finance,2017,January,Monday,1,0,0:01:00,Free,How To Profit From Stock Market Volatility
FALSE,0,4863,202,6,Beginner Level,1.5,2015-02-07 07:04:07+00:00,Business Finance,2015,February,Saturday,1,0,1:03:00,Free,Futures/Commodity Training (Basics)
FALSE,0,2768,83,10,All Levels,1,2016-12-20 16:08:26+00:00,Business Finance,2016,December,Tuesday,4,0,0:01:00,Free,Introduction to Value Growth Investing
FALSE,0,1735,31,19,All Levels,2.5,2017-05-28 14:35:47+00:00,Business Finance,2017,May,Sunday,2,0,7:12:00,Free,Become A Forex Trader - Forex trading like a professional
FALSE,0,8985,584,12,All Levels,1,2015-03-06 01:11:18+00:00,Business Finance,2015,March,Friday,1,0,0:01:00,Free,Hedge Fund Trading System
FALSE,0,5931,158,15,Beginner Level,3.5,2016-05-04 22:34:45+00:00,Business Finance,2016,May,Wednesday,2,0,7:12:00,Free,Introductory Forex Trading Course
FALSE,0,4931,154,7,Beginner Level,0.533333333,2016-05-31 15:10:45+00:00,Business Finance,2016,May,Tuesday,2,0,0:01:00,Free,Budgeting Hacks to Build Wealth!
FALSE,0,1121,12,6,All Levels,1,2017-04-27 23:49:48+00:00,Business Finance,2017,April,Thursday,2,0,0:01:00,Free,The Binary Institute - Introductory Course in Binary Options
FALSE,0,17847,1440,17,Beginner Level,1,2016-02-24 14:53:28+00:00,Business Finance,2016,February,Wednesday,1,0,0:01:00,Free,Financial Accounting - A Brief Introduction
FALSE,0,927,8,14,Beginner Level,1,2017-05-02 18:58:47+00:00,Business Finance,2017,May,Tuesday,2,0,0:01:00,Free,Binary Beginners Mastery Strategy.
FALSE,0,1685,29,16,Beginner Level,2,2016-04-28 22:42:54+00:00,Business Finance,2016,April,Thursday,2,0,3:07:00,Free,Forex Trading For Beginners: Technical Trading
FALSE,0,4269,60,17,All Levels,4.5,2014-05-17 13:19:55+00:00,Business Finance,2014,May,Saturday,2,0,12:20:00,Free,IAS  - Accounting for Income Taxes (Basics)
FALSE,0,4770,64,31,Beginner Level,6.5,2015-07-30 19:00:30+00:00,Business Finance,2015,July,Thursday,3,0,20,Free,Introduction to Equity Markets
FALSE,0,1730,34,11,All Levels,0.666666667,2016-05-05 14:38:15+00:00,Business Finance,2016,May,Thursday,2,0,0:01:00,Free,CurrencyFair - Avoid Bank Charges when converting currencies
FALSE,0,2247,53,29,All Levels,4,2014-06-30 08:58:16+00:00,Business Finance,2014,June,Monday,2,0,12:20:00,Free,"IAS - Provisions, Contingents Liabilities & Assets"
FALSE,0,5077,256,16,Beginner Level,1.5,2016-10-03 22:21:54+00:00,Business Finance,2016,October,Monday,4,0,1:03:00,Free,Trading for Beginners - Entry Level
FALSE,0,65576,936,24,All Levels,8,2013-04-20 02:25:22+00:00,Business Finance,2013,April,Saturday,2,0,20,Free,Bitcoin or How I Learned to Stop Worrying and Love Crypto
FALSE,0,22344,712,26,Beginner Level,3.5,2013-10-16 17:40:23+00:00,Business Finance,2013,October,Wednesday,4,0,7:12:00,Free,Forex Basics
FALSE,0,3757,70,14,All Levels,0.616666667,2015-05-28 22:38:25+00:00,Business Finance,2015,May,Thursday,2,0,0:01:00,Free,"Binary, Forex, Stock and Bitcoin Trading Strategy"
FALSE,0,2144,47,20,Beginner Level,1,2016-03-18 15:07:45+00:00,Business Finance,2016,March,Friday,1,0,0:01:00,Free,Beginners Forex strategy
FALSE,0,10670,444,15,All Levels,1,2016-03-03 21:03:33+00:00,Business Finance,2016,March,Thursday,1,0,0:01:00,Free,Bitcoin For Beginners: Your Quick Start Guide To Bitcoin
FALSE,0,19614,635,14,All Levels,1.5,2014-04-23 15:10:52+00:00,Business Finance,2014,April,Wednesday,2,0,1:03:00,Free,Financial Analysis:  A Recipe for Success
FALSE,0,368,3,69,All Levels,20.5,2017-04-25 15:02:33+00:00,Business Finance,2017,April,Tuesday,2,0,20,Free,Ø§Ù„Ø¯Ø±ÙˆØ³ Ø§Ù„ØªØ¹Ù„ÙŠÙ…ÙŠØ© Ù„Ø³ÙˆÙ‚ Ø§Ù„ÙÙˆØ±ÙƒØ³ ÙˆØ§Ù„Ø£Ø³ÙˆØ§Ù‚ Ø§Ù„Ù…Ø§Ù„ÙŠØ© Ø§Ù„Ø£Ø®Ø±Ù‰
FALSE,0,9995,96,10,All Levels,2,2014-02-10 03:50:00+00:00,Business Finance,2014,February,Monday,1,0,3:07:00,Free,Improve Your Financial Literacy
FALSE,0,3426,27,14,Beginner Level,1,2015-11-25 18:02:44+00:00,Business Finance,2015,November,Wednesday,4,0,0:01:00,Free,Demystifying Your Personal Tax Return
FALSE,0,5768,109,12,All Levels,1.5,2015-11-13 17:28:16+00:00,Business Finance,2015,November,Friday,4,0,1:03:00,Free,How I Trade Forex Successfully
FALSE,0,1318,7,27,All Levels,2,2016-08-24 18:29:34+00:00,Business Finance,2016,August,Wednesday,3,0,3:07:00,Free,How to start a successful career in finance?
FALSE,0,6024,890,18,All Levels,1,2014-04-11 22:03:10+00:00,Business Finance,2014,April,Friday,2,0,0:01:00,Free,Como Investir em AÃ§Ãµes para Iniciantes
FALSE,0,2674,81,8,All Levels,1,2014-10-03 12:31:06+00:00,Business Finance,2014,October,Friday,4,0,0:01:00,Free,IAS -Presentation of Financial Statements 
FALSE,0,5144,169,7,All Levels,1,2017-02-03 22:15:55+00:00,Business Finance,2017,February,Friday,1,0,0:01:00,Free,Learn How to Trade Binary Options Professionally
FALSE,0,2122,30,15,All Levels,2.5,2014-10-03 12:29:41+00:00,Business Finance,2014,October,Friday,4,0,7:12:00,Free,"IAS -Accounting Policies ,Changes in Accounting Estimates"
FALSE,0,2146,35,8,All Levels,1,2014-05-07 12:48:04+00:00,Business Finance,2014,May,Wednesday,2,0,0:01:00,Free,IAS  - Events After Reporting Date
FALSE,0,4248,66,6,Beginner Level,1,2013-08-12 11:10:42+00:00,Business Finance,2013,August,Monday,3,0,0:01:00,Free,Introduction to the CFA Program
FALSE,0,2075,69,11,Beginner Level,0.733333333,2015-04-20 23:31:47+00:00,Business Finance,2015,April,Monday,2,0,0:01:00,Free,How To Set Up A Limited Company In The UK
FALSE,0,718,13,7,Beginner Level,1,2017-05-18 17:37:33+00:00,Business Finance,2017,May,Thursday,2,0,0:01:00,Free,Stocks: Quick Method to get started Investing
FALSE,0,2080,83,30,Beginner Level,1.5,2017-02-28 16:14:06+00:00,Business Finance,2017,February,Tuesday,1,0,1:03:00,Free,Introduction to Corporate Finance (Mergers & Acquisitions)
FALSE,0,3137,30,69,All Levels,9,2017-04-12 16:26:51+00:00,Business Finance,2017,April,Wednesday,2,0,20,Free,Forex & Financial Market Trading Tutorial- Online Strategies
FALSE,0,1352,6,20,All Levels,4,2017-04-24 21:59:20+00:00,Business Finance,2017,April,Monday,2,0,12:20:00,Free,Options Trading Essentials: The ULTIMATE Guides
FALSE,0,6533,32,9,All Levels,2,2013-06-25 15:22:28+00:00,Business Finance,2013,June,Tuesday,2,0,3:07:00,Free,Use Crowdfunding Effectively With Indiegogo and Kickstarter
FALSE,0,1625,5,145,All Levels,8.5,2016-08-29 14:24:43+00:00,Business Finance,2016,August,Monday,3,0,20,Free,How to Invest in Startups - Expert Reveals Winning Secrets.
FALSE,0,2166,38,20,All Levels,3,2014-10-06 09:11:10+00:00,Business Finance,2014,October,Monday,4,0,7:12:00,Free,"IAS -Property,Plant and Equipment "
FALSE,0,1086,37,5,Beginner Level,0.616666667,2016-12-19 23:43:54+00:00,Business Finance,2016,December,Monday,4,0,0:01:00,Free,Financial Modeling 
FALSE,0,12217,351,17,Beginner Level,1,2014-04-29 05:49:43+00:00,Business Finance,2014,April,Tuesday,2,0,0:01:00,Free,Introduction to Digital Payments 
FALSE,0,6185,138,20,All Levels,3,2016-01-18 19:47:54+00:00,Business Finance,2016,January,Monday,1,0,7:12:00,Free,The Beginner's Guide to the Futures and Options Trading
FALSE,0,5407,192,11,Intermediate Level,1,2016-01-25 04:08:41+00:00,Business Finance,2016,January,Monday,1,0,0:01:00,Free,Learn to Trade Forex Naked Price Action Big Shadow Trade
FALSE,0,9483,183,22,Beginner Level,2,2016-01-14 02:46:59+00:00,Business Finance,2016,January,Thursday,1,0,3:07:00,Free,Forex Trading For Beginners 
FALSE,0,8236,144,25,All Levels,5,2015-10-09 16:46:49+00:00,Business Finance,2015,October,Friday,4,0,12:20:00,Free,The Advanced Forex Course for Smart Traders
FALSE,0,3283,109,42,Beginner Level,2.5,2016-09-15 18:30:57+00:00,Business Finance,2016,September,Thursday,3,0,7:12:00,Free,Beginners Guide to Stock Market Investing
FALSE,0,3519,102,6,Beginner Level,1,2015-02-06 03:15:22+00:00,Business Finance,2015,February,Friday,1,0,0:01:00,Free,Bitcoin for Accountants
FALSE,0,5529,90,5,All Levels,2,2014-06-18 16:42:27+00:00,Business Finance,2014,June,Wednesday,2,0,3:07:00,Free,Day Trading Market Structure Signals
FALSE,0,1924,120,5,Beginner Level,1,2016-02-25 16:53:12+00:00,Business Finance,2016,February,Thursday,1,0,0:01:00,Free,"Accounting Basics by Hector Garcia, CPA"
FALSE,0,505,43,10,Beginner Level,1.5,2016-12-03 14:55:06+00:00,Business Finance,2016,December,Saturday,4,0,1:03:00,Free,è´¢åŠ¡åˆ†æžä¸Žä¼°å€¼å»ºæ¨¡å…¥é—¨
FALSE,0,229,0,33,All Levels,2,2017-05-26 16:45:55+00:00,Business Finance,2017,May,Friday,2,0,3:07:00,Free,Zoho Books Gestion FinanciÃ¨re d'Entreprise pas Ã  pas
FALSE,0,1067,50,35,All Levels,2,2016-12-14 21:53:28+00:00,Business Finance,2016,December,Wednesday,4,0,3:07:00,Free,Mental Models For Wall Street - Become A Better Trader
FALSE,0,338,7,6,Beginner Level,1,2017-05-30 14:30:12+00:00,Business Finance,2017,May,Tuesday,2,0,0:01:00,Free,Â¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!
FALSE,0,2119,111,54,All Levels,2,2015-10-28 18:25:41+00:00,Business Finance,2015,October,Wednesday,4,0,3:07:00,Free,Interpreting financial statements
FALSE,0,2554,20,10,Beginner Level,1,2017-03-09 04:55:24+00:00,Business Finance,2017,March,Thursday,1,0,0:01:00,Free,Succeed in Stocks Even if you Don't Know Where to Start
FALSE,0,1888,42,25,All Levels,2,2015-12-17 05:22:24+00:00,Business Finance,2015,December,Thursday,4,0,3:07:00,Free,The Tax Advantaged Investor: A Guide to Legal Tax Reduction!
FALSE,0,5597,76,11,Beginner Level,1,2013-02-16 16:08:05+00:00,Business Finance,2013,February,Saturday,1,0,0:01:00,Free,"Silver, Gold, and Inflation"
FALSE,0,2058,22,6,All Levels,0.6,2014-07-05 19:43:15+00:00,Business Finance,2014,July,Saturday,3,0,0:01:00,Free,IFRIC -Customer Loyalty Programmes (Revenue)
FALSE,0,4876,210,36,Intermediate Level,4.5,2014-09-11 02:28:27+00:00,Business Finance,2014,September,Thursday,3,0,12:20:00,Free,GuÃ­a prÃ¡ctica para comprar acciones en la Bolsa de USA
FALSE,0,1278,200,13,Beginner Level,1.5,2016-11-03 13:44:03+00:00,Business Finance,2016,November,Thursday,4,0,1:03:00,Free,Curso de Day Trader para Iniciantes
FALSE,0,2740,306,10,Beginner Level,2,2016-04-02 01:46:55+00:00,Business Finance,2016,April,Saturday,2,0,3:07:00,Free,CÃ³mo ganar dinero invirtiendo en bolsa
FALSE,0,1059,96,9,All Levels,1.5,2016-04-21 19:07:16+00:00,Business Finance,2016,April,Thursday,2,0,1:03:00,Free,Grundlagen der finanziellen UnabhÃ¤ngigkeit
FALSE,0,1089,50,27,All Levels,3,2016-01-13 22:06:39+00:00,Business Finance,2016,January,Wednesday,1,0,7:12:00,Free,Learn Wave accounting to maintain books properly
FALSE,0,743,0,7,All Levels,1,2017-06-06 14:13:15+00:00,Business Finance,2017,June,Tuesday,2,0,0:01:00,Free,Making Tax Digital - UK HMRC Legislation Explained
FALSE,0,1362,7,13,Beginner Level,3,2014-02-06 03:58:39+00:00,Business Finance,2014,February,Thursday,1,0,7:12:00,Free,Surviving Introduction to Finance
FALSE,0,405,3,22,All Levels,1,2016-04-11 20:44:34+00:00,Business Finance,2016,April,Monday,2,0,0:01:00,Free,Cost of Capital and Weighted Average Cost of Capital
FALSE,0,1168,9,5,All Levels,0.666666667,2014-04-09 08:38:41+00:00,Business Finance,2014,April,Wednesday,2,0,0:01:00,Free,Studying the CFA Program exams (Mandarin language version)
FALSE,0,16,0,15,All Levels,1.5,2017-07-06 19:47:16+00:00,Business Finance,2017,July,Thursday,3,0,1:03:00,Free,Condor Broken Wing Butterfly Options Trading Course System
FALSE,0,3014,19,15,All Levels,1,2017-01-03 05:58:06+00:00,Business Finance,2017,January,Tuesday,1,0,0:01:00,Free,Succeed in Futures Even if You Don't Know Where to Start
FALSE,0,2481,71,26,All Levels,1.5,2016-08-22 18:10:12+00:00,Business Finance,2016,August,Monday,3,0,1:03:00,Free,Free Options  - Basic of Call and Put Options in  Hours
FALSE,0,1696,22,11,All Levels,0.633333333,2016-03-25 15:32:02+00:00,Business Finance,2016,March,Friday,1,0,0:01:00,Free,Optimizing investment to maximise your return
FALSE,0,1819,45,15,Beginner Level,1.5,2016-09-21 19:16:59+00:00,Business Finance,2016,September,Wednesday,3,0,1:03:00,Free,MetaTrader Platform Training
FALSE,0,381,24,7,All Levels,0.6,2015-08-31 20:52:45+00:00,Graphic Design,2015,August,Monday,3,0,0:01:00,Free,Illustrator Quick Tipï¼šåˆ†ã§Kawaiiã‚«ãƒ¡ãƒ¬ã‚ªãƒ³ã‚’æã“ã†
FALSE,0,69,6,25,All Levels,3.5,2017-04-24 16:44:12+00:00,Graphic Design,2017,April,Monday,2,0,7:12:00,Free,Deinen Roman setzen mit PagePlus in  einfachen Schritten
FALSE,0,21,0,18,Beginner Level,1,2017-06-22 15:01:32+00:00,Graphic Design,2017,June,Thursday,2,0,0:01:00,Free,ç”»åƒåŠ å·¥ã®åˆå¿ƒè€…ã§ã‚‚ã€Œï¼‘æ—¥ã€ã§åˆæ­©ã‚’è¦šãˆã‚‰ã‚Œã‚‹ç„¡æ–™è¬›åº§
FALSE,0,217,2,21,Beginner Level,3,2017-05-28 16:17:36+00:00,Graphic Design,2017,May,Sunday,2,0,7:12:00,Free,CÃ³mo crear maquetas con Adobe XD
FALSE,0,334,26,27,Beginner Level,1,2016-07-07 21:15:34+00:00,Graphic Design,2016,July,Thursday,3,0,0:01:00,Free,Aprenda Modelagem D com o D Design
FALSE,0,817,42,18,Beginner Level,5,2015-10-09 23:42:33+00:00,Graphic Design,2015,October,Friday,4,0,12:20:00,Free,Ferramentas Visuais
FALSE,0,637,21,22,Beginner Level,2.5,2016-01-14 18:52:21+00:00,Graphic Design,2016,January,Thursday,1,0,7:12:00,Free,Adobe Indesign CC BaÅŸlangÄ±Ã§
FALSE,0,3329,193,33,Beginner Level,3.5,2017-05-31 23:16:00+00:00,Graphic Design,2017,May,Wednesday,2,0,7:12:00,Free,Photoshop & Illustrator CC Essentials in Arabic
FALSE,0,800,39,24,Beginner Level,2.5,2017-05-22 09:58:21+00:00,Graphic Design,2017,May,Monday,2,0,7:12:00,Free,Photoshop Essentials - Uma IntroduÃ§Ã£o Detalhada
FALSE,0,1477,3,13,All Levels,0.65,2017-06-26 19:37:58+00:00,Graphic Design,2017,June,Monday,2,0,0:01:00,Free,Photoshop CC  Top New Features
FALSE,0,3108,27,28,Beginner Level,2.5,2016-08-12 17:34:45+00:00,Graphic Design,2016,August,Friday,3,0,7:12:00,Free,"Digital Art in Adobe Illustrator CC: Angry Bird, Tom & Jerry"
FALSE,0,6754,109,20,All Levels,1,2016-02-11 22:05:05+00:00,Graphic Design,2016,February,Thursday,1,0,0:01:00,Free,Draw a realistic Fantail using pencil
FALSE,0,5086,197,12,Beginner Level,1,2016-08-27 19:02:40+00:00,Graphic Design,2016,August,Saturday,3,0,0:01:00,Free,How to design a business card on Photoshop (for beginners)
FALSE,0,47811,1041,22,All Levels,2.5,2012-05-09 18:14:57+00:00,Graphic Design,2012,May,Wednesday,2,0,7:12:00,Free,Figure Drawing From Life Using The Reilly Technique.
FALSE,0,2665,20,8,All Levels,0.566666667,2016-12-22 17:10:35+00:00,Graphic Design,2016,December,Thursday,4,0,0:01:00,Free,Make yourself a Santa Claus: Photoshop Manipulation
FALSE,0,8786,245,11,Beginner Level,1,2015-10-04 19:36:34+00:00,Graphic Design,2015,October,Sunday,4,0,0:01:00,Free,Learn Illustrator By Recreating Top  Logos - Beginner Guide
FALSE,0,3103,42,11,Beginner Level,0.666666667,2016-04-07 23:57:25+00:00,Graphic Design,2016,April,Thursday,2,0,0:01:00,Free,Canva: Design Album Cover Artwork in Minutes - No More Fees!
FALSE,0,946,3,6,Beginner Level,0.666666667,2017-06-20 17:57:00+00:00,Graphic Design,2017,June,Tuesday,2,0,0:01:00,Free,Learn Comic Book Color Flatting! (Coloring Assistant role)
FALSE,0,3812,68,11,All Levels,1.5,2015-06-12 18:37:40+00:00,Graphic Design,2015,June,Friday,2,0,1:03:00,Free,Draw a Kitten
FALSE,0,3251,158,13,Intermediate Level,0.516666667,2016-07-13 16:57:42+00:00,Graphic Design,2016,July,Wednesday,3,0,0:01:00,Free,Convert Image to Vector in Adobe illustrator
FALSE,0,1031,9,8,All Levels,0.65,2017-06-08 22:46:39+00:00,Graphic Design,2017,June,Thursday,2,0,0:01:00,Free,Voxel D Model Creation Course
FALSE,0,24687,423,13,All Levels,0.733333333,2012-10-10 23:34:55+00:00,Graphic Design,2012,October,Wednesday,4,0,0:01:00,Free,Learn to Design a Letterhead - A Beginners Course
FALSE,0,5175,470,7,Beginner Level,0.5,2016-08-14 22:04:11+00:00,Graphic Design,2016,August,Sunday,3,0,0:01:00,Free,Create Stunning Infographics to Share your Ideas
FALSE,0,3512,58,17,Beginner Level,1.5,2017-03-30 16:26:36+00:00,Graphic Design,2017,March,Thursday,1,0,1:03:00,Free,How to stylize your photos in Photoshop with color overlays
FALSE,0,6429,654,31,Beginner Level,2.5,2015-09-23 15:30:59+00:00,Graphic Design,2015,September,Wednesday,3,0,7:12:00,Free,Primeros Pasos con Photoshop CC
FALSE,0,44044,1563,45,All Levels,7.5,2015-01-22 11:18:06+00:00,Graphic Design,2015,January,Thursday,1,0,20,Free,Professional Logo Design in Adobe Illustrator
FALSE,0,5301,125,77,All Levels,6.5,2016-06-21 02:49:47+00:00,Graphic Design,2016,June,Tuesday,2,0,20,Free,Start Making Comics with Manga Studio  / Clip Studio Paint
FALSE,0,4294,143,15,Intermediate Level,1,2016-03-17 18:15:21+00:00,Graphic Design,2016,March,Thursday,1,0,0:01:00,Free,Most Wanted Flat Design Techniques #: Desert Island
FALSE,0,4776,115,18,All Levels,0.566666667,2017-03-03 03:20:22+00:00,Graphic Design,2017,March,Friday,1,0,0:01:00,Free,How to Design an Awesome Letterhead in Adobe Illustrator
FALSE,0,23229,2215,12,Beginner Level,1,2015-11-09 19:10:57+00:00,Graphic Design,2015,November,Monday,4,0,0:01:00,Free,Graphic Design - An Overview of the Field
FALSE,0,12103,576,18,Beginner Level,1,2015-09-24 19:47:45+00:00,Graphic Design,2015,September,Thursday,3,0,0:01:00,Free,"Quote Images for Pinterest, Facebook, & Instagram"
FALSE,0,53851,1779,45,All Levels,4.5,2014-11-30 04:22:11+00:00,Graphic Design,2014,November,Sunday,4,0,12:20:00,Free,Photoshop In-Depth: Master all of Photoshop's Tools Easily
FALSE,0,1433,57,8,Beginner Level,1,2016-01-19 17:22:59+00:00,Graphic Design,2016,January,Tuesday,1,0,0:01:00,Free,Adobe Illustrator Course in Urdu Basics Level Training
FALSE,0,1447,121,13,All Levels,1,2015-10-29 00:10:41+00:00,Graphic Design,2015,October,Thursday,4,0,0:01:00,Free,Creare un logo con Adobe Illustrator
FALSE,0,105,2,22,All Levels,2,2017-06-13 17:32:48+00:00,Graphic Design,2017,June,Tuesday,2,0,3:07:00,Free,AutoCAD Course - Learn Online AutoCAD in Urdu Hindi
FALSE,0,4529,193,7,Beginner Level,0.6,2015-12-21 18:50:50+00:00,Musical Instruments,2015,December,Monday,4,0,0:01:00,Free," Ways A Beginner Guitarist Can Sound Better, Instantly!"
FALSE,0,924,4,18,Beginner Level,1,2017-06-29 00:29:36+00:00,Musical Instruments,2017,June,Thursday,2,0,0:01:00,Free,Your First  Guitar Lessons - Learn how to play guitar
FALSE,0,898,6,24,Intermediate Level,1,2017-06-15 18:35:07+00:00,Musical Instruments,2017,June,Thursday,2,0,0:01:00,Free,Pentatonic Scale Crash Course for Bass Guitar
FALSE,0,530,11,13,Beginner Level,2,2017-05-04 21:57:00+00:00,Musical Instruments,2017,May,Thursday,2,0,3:07:00,Free,Strumming from scratch - Rhythm guitar lesson for Beginners
FALSE,0,2084,20,7,Beginner Level,1,2016-09-28 00:11:43+00:00,Musical Instruments,2016,September,Wednesday,3,0,0:01:00,Free,Beginner Guitar Quick-Start Course
FALSE,0,662,7,13,Beginner Level,0.516666667,2017-06-24 04:47:09+00:00,Musical Instruments,2017,June,Saturday,2,0,0:01:00,Free,How to Play Piano - Your First Lesson!
FALSE,0,408,7,10,Beginner Level,0.683333333,2017-04-28 17:08:37+00:00,Musical Instruments,2017,April,Friday,2,0,0:01:00,Free,Learn to Play Harp: Beginners Course
FALSE,0,2566,39,23,All Levels,2,2016-06-10 18:18:36+00:00,Musical Instruments,2016,June,Friday,2,0,3:07:00,Free,Guitar Lessons: The Essential Beginner & Intermediate Course
FALSE,0,2618,41,16,All Levels,1.5,2016-03-29 00:12:41+00:00,Musical Instruments,2016,March,Tuesday,1,0,1:03:00,Free,Blues Master - Beginner's Techniques Piano Course
FALSE,0,9193,357,17,Beginner Level,1.5,2016-03-24 15:04:30+00:00,Musical Instruments,2016,March,Thursday,1,0,1:03:00,Free,The Total Beginner's Guitar Course
FALSE,0,101154,1042,95,Beginner Level,4.5,2012-06-15 17:00:33+00:00,Musical Instruments,2012,June,Friday,2,0,12:20:00,Free,Free Beginner Electric Guitar Lessons
FALSE,0,3481,29,20,Beginner Level,2,2016-09-13 21:51:59+00:00,Musical Instruments,2016,September,Tuesday,3,0,3:07:00,Free,A beginner`s guide to fingerpicking and strumming guitar'
FALSE,0,14495,224,21,Beginner Level,2,2014-08-07 20:32:27+00:00,Musical Instruments,2014,August,Thursday,3,0,3:07:00,Free,Acoustic Guitar Basics
FALSE,0,8240,31,6,Intermediate Level,1.5,2013-11-23 12:27:56+00:00,Musical Instruments,2013,November,Saturday,4,0,1:03:00,Free,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons
FALSE,0,4967,308,12,Beginner Level,0.5,2017-02-13 23:03:35+00:00,Musical Instruments,2017,February,Monday,1,0,0:01:00,Free,Piano Music Theory (Back To Basics) by JFilt
FALSE,0,14922,772,8,Beginner Level,0.666666667,2015-08-16 20:38:49+00:00,Musical Instruments,2015,August,Sunday,3,0,0:01:00,Free,Introduction to Piano - By PGN Piano!
FALSE,0,270,1,24,Beginner Level,1.5,2017-07-03 20:21:23+00:00,Musical Instruments,2017,July,Monday,3,0,1:03:00,Free,Getting Started with the Guitar in  Days
FALSE,0,3325,28,5,All Levels,1,2016-02-15 17:04:24+00:00,Musical Instruments,2016,February,Monday,1,0,0:01:00,Free,Guitar Lessons - String Bending And Vibrato Essentials
